'ANREDE';'TITEL';'GESCHLECHT';'VORNAME';'NAME';'STRASSE';'PLZ';'ORT';'EMAIL';'VORWAHL';'TELEFON';'ID';'LAND'
'Frau';'';'';'Reinhilde Erna';'Winkelmann';'Ostheldener Strasse 138 c';'25560';'Bokhorst';'';'';'';'49954';'DE'
'k.A.';'';'';'Claas';'Nörenberg';'Uellendahler Strasse 186';'64668';'Rimbach';'c-noerenberg@validmail.de';'';'06253/5664288';'42124';'DE'
'Frau';'';'w';'Gerlind';'Heilmeier';'Kastanienweg 151';'60388';'Frankfurt am Main';'';'';'069/46046356';'124229';'DE'
'Frau';'';'f';'Hiltrun';'Fix';'Hochscheider Strasse 132';'32051';'Herford';'hiltrun_fix@company.de';'';'05221/58741504';'62388';'DE'
'Frau';'';'w';'Roslinda Sibyl';'Lott';'Jakobsberger Weg 120';'9512';'Rossrüti';'';'';'062 882 9244';'191765';'CH'
'Herr';'';'m';'Harri';'Steinert';'Am Waldpark 3';'25548';'Kellinghusen';'harri_steinert@hoster.de';'';'04822/41748859';'142897';'DE'
'Frau';'';'';'Siegtraud';'Bunzel';'Pfalzstrasse 162';'8842';'Unteriberg';'siegtraudbunzel@bestmail.ch';'';'';'16633';'CH'
'Frau';'';'';'Rena';'Deppisch';'Am Wiesbrunnen 118';'67311';'Tiefenthal';'rena_deppisch@hoster.de';'';'06351/25588105';'35964';'DE'
'k.A.';'';'';'Emilie';'Freudenberg';'Aarstrasse 29';'1632';'Riaz';'emilie.73@xyz.ch';'';'045/6714476';'16320';'CH'
'Frau';'Dr.';'m';'Ilsebärbel';'Jaeger';'Oehndorfstrasse 7c';'50171';'Kerpen';'ilsebaerbeljaeger@web.de';'';'02237/35171125';'94632';'DE'
'Frau';'';'';'Karena';'Ihl';'Brockamp 153';'9452';'Hinterforst';'k_77@net-mail.ch';'';'047118530';'161883';'CH'
'Herr';'';'m';'Friedemar';'Bauer';'Rodder Weg 85';'56598';'Rheinbrohl';'f_bauer@goggle-mail.de';'';'02635/70799123';'63025';'DE'
'Herr';'';'m';'Dankhard';'Wirth-Glahn';'Spenglerstrasse 25';'2739';'Eibau';'dankhard-wirth_glahn@inter-mail.de';'';'02685/60412965';'99939';'DE'
'k.A.';'';'';'Filippina';'Stabenow';'Rheinische Strasse 126';'25579';'Fitzbek';'filippina_stabenow@company.de';'';'04822/14343112';'124925';'DE'
'Herr';'';'m';'Kai Irmo';'Gemeinhardt';'Behringweg 112';'1757';'Noréaz';'';'';'044 164 2831';'9806';'CH'
'';'';'';'Marielene';'Freitag';'Amandus-Schütt-Strasse 145';'4719';'Ramiswil';'';'';'041 501 6520';'13144';'CH'
'Frau';'';'w';'Elenore';'Großhans';'Am Königsberg 95';'9615';'Dietfurt';'elenoregrosshans@trashmail.ch';'';'062 134 9197';'65305';'CH'
'Frau';'';'w';'Gottholde';'Schnabl';'Wolfgangstrasse 130';'1691';'Villarimboud';'';'';'';'169116';'CH'
'Frau';'';'';'Janine Katy';'Scheibel';'Bäckerstrasse 88';'1509';'Vucherens';'janinekaty.scheibel@net-mail.ch';'';'0421/21406932';'150921';'CH'
'Frau';'';'f';'Ilka Jonna';'Gül-Eicker';'Einmuthstrasse 163';'91801';'Markt Berolzheim';'ilkajonnaguel_eicker@hoster.de';'';'';'124128';'DE'
'Frau';'';'w';'Lottemaria';'Dürr';'In den Weingärten 87a';'5014';'Gretzenbach';'l_duerr@retromail.ch';'';'062 851 6036';'3835';'CH'
'Frau';'';'';'Gina';'Joost';'Irmtrauter Strasse 32';'7457';'Bivio';'';'';'041 546 7461';'119144';'CH'
'Frau';'';'w';'Mariegret';'Schüttler';'Zur Vogelstange 46';'9214';'Kradolf';'mariegret_schuettler@retromail.ch';'';'045/2852190';'92140';'CH'
'Herr';'';'m';'Gotthardt';'Schwarzmann';'In der Schlade 131';'65558';'Oberneisen';'gotthardt-1975@funmail.de';'';'06430/33797881';'27318';'DE'
'Frau';'';'w';'Hetty';'Haslbeck';'Schmittingheide 54';'78126';'Königsfeld im Schwarzwald';'';'';'02541/81022367';'78126';'DE'
'Frau';'';'';'Heidelind Irmlind';'Klingebiel';'Dörner Strasse 138';'95511';'Mistelbach';'heidelindirmlind.1978@kitty.de';'';'09201/33473482';'34811';'DE'
'Herr';'';'m';'Gertmund';'Schultes';'Winkhauser Strasse 181';'8246';'Langwiesen';'gertmund.schultes@web.ch';'';'056/8862509';'101969';'CH'
'Frau';'';'m';'Merle';'Schläger';'Am Bildchen 48';'4552';'Borna';'merle-schlaeger@quickmail.de';'';'';'18972';'DE'
'k.A.';'';'';'Ivette';'Ahlert';'Wolfhagenstrasse 102';'6314';'Neuägeri';'i_ahlert@xyz.ch';'';'';'33522';'CH'
'k.A.';'';'';'Rupert';'Wicke';'Krumme Gasse 4';'5466';'Kaiserstuhl AG';'r-wicke@funmail.ch';'';'044 523 1143';'193476';'CH'
'Frau';'';'';'Janin';'Ilgner';'Unter der Hub 105';'6440';'Brunnen';'';'';'048432204';'87643';'CH'
'';'';'';'Trudbert';'Hell';'Werother Weg 46';'56269';'Dierdorf';'thell@trashmail.de';'';'02689/63379228';'17469';'DE'
'Herr';'';'m';'Mike';'Zimmerman-Kiwitt';'Deussenstrasse 95';'56370';'Dörsdorf';'m_1994@ultramail.de';'';'06486/94696470';'198215';'DE'
'k.A.';'';'';'Juri';'Stief';'Wagnerstrasse 138b';'7111';'Pitasch';'juristief@domain.ch';'';'049310761';'183023';'CH'
'';'';'';'Finja';'Celik';'Am Weiher 102';'8123';'Ebmatingen';'f_celik@mymail.ch';'';'';'81239';'CH'
'Herr';'';'h';'Hanshermann Einhard';'Diemer';'Oelbergstrasse 188';'5723';'Teufenthal AG';'hdiemer@web.ch';'';'044763468';'28643';'CH'
'Herr';'Dr.';'m';'Heimwald';'Mohaupt';'Kanzlerstrasse 183';'1265';'La Cure';'heimwald.mohaupt@domain.ch';'';'045/3191100';'126540';'CH'
'Frau';'';'f';'Bärbel';'Benda';'Mühlenbergweg 88';'24568';'Winsen';'bbenda@web.de';'';'04191/40543309';'70758';'DE'
'Frau';'';'f';'Esther';'Muchow';'Prinzenstrasse 19';'6056';'Kägiswil';'esther-muchow@anymail.ch';'';'032/3098775';'60568';'CH'
'Herr';'Prof.';'f';'Rezzo Leopold';'Sänger';'Am Nelkenberg 199';'7303';'Mastrils';'rezzoleopold_saenger@kitty.ch';'';'062674088';'97732';'CH'
'Frau';'';'w';'Erdmuthe';'Oettinger';'Töpferstrasse 101';'1753';'Matran';'';'';'044 354 3473';'17536';'CH'
'Herr';'';'m';'Thaddäus';'Witting-Hampl';'Bodenweg 189';'65779';'Kelkheim';'';'';'06195/52550185';'27109';'DE'
'Herr';'';'f';'Manfred';'Galler';'Am Maasend 162';'82438';'Eschenlohe';'manfred_galler@open-mail.de';'';'';'91382';'DE'
'k.A.';'Prof.';'';'Esther';'Bungert';'Alst 156';'6713';'Malvaglia';'';'';'062 346 1869';'44285';'CH'
'Herr';'';'m';'Holm';'Görlitz';'Florian-Geyer-Strasse 2';'1405';'Pomy';'h_goerlitz@domain.ch';'';'045/7039755';'47870';'CH'
'k.A.';'';'';'Eugen Treufried';'Gruß';'Hunsberg 190';'7517';'Plaun da Lej';'eugentreufried_gruss@validmail.ch';'';'07231/13597331';'157981';'CH'
'Frau';'';'f';'Elvire';'Gutowski';'Freckenhorster Strasse 154';'82279';'Eching am Ammersee';'';'';'08143/48094135';'97098';'DE'
'Frau';'';'w';'Florentine';'Schmitz-Rüth';'Kinderhauser Strasse 124';'94330';'Aiterhofen';'florentine.schmitz_rueth@private.de';'';'';'190895';'DE'
'';'';'';'Hansheinz Bonifaz';'Cortez-Ganzer';'Oulustrasse 30';'59929';'Brilon';'';'';'02961/44262986';'53582';'DE'
'Herr';'';'f';'Max';'Nadolny';'Kaarster Strasse 75';'6284';'Gelfingen';'max.nadolny@goggle-mail.ch';'';'';'4152';'CH'
'Frau';'';'';'Diane';'Ceylan';'Freiheitsring 62';'95100';'Selb';'d.ceylan@email.de';'';'09287/357543';'73574';'DE'
'Frau';'';'f';'Malwine';'Terry';'Rottweg 79';'39108';'Magdeburg';'m.terry@funmail.de';'';'0391/3119205';'41798';'DE'
'Frau';'';'w';'Dana';'Buse';'Severinstrasse 65';'1587';'Montmagny';'d-1978@company.ch';'';'';'158769';'CH'
'';'';'';'Herbert';'Ebinger';'Grevener Damm 184';'1691';'Villarimboud';'herbert-95@open-mail.ch';'';'056/8179107';'94399';'CH'
'Frau';'';'f';'Helmine';'Behne';'Im Laime 194';'1877';'Bischofswerda';'h-behne@hoster.de';'';'06426/35395027';'21437';'DE'
'Herr';'';'f';'Marcellus';'Mauermann';'Kalfstrasse 50';'4719';'Ramiswil';'marcellus83@spam-mail.ch';'';'069636670';'75072';'CH'
'Herr';'';'f';'Dietolf';'Israel';'Eulenbergstrasse 177';'1691';'Villarimboud';'dietolf.israel@goggle-mail.ch';'';'065047435';'23392';'CH'
'';'';'';'Lilian';'Brouwer';'Zu den Auen 66';'40239';'Düsseldorf';'lilian_85@retromail.de';'';'0211/39553003';'158214';'DE'
'';'';'';'Edwina';'Bolle';'Herchenrath 37';'2414';'Le Cerneux-Péquignot';'edwina-88@bestmail.ch';'';'045/2095434';'27850';'CH'
'';'';'';'Valentine Albertine';'Bathe';'Theodor-Storm-Strasse 123';'5618';'Bettwil';'';'';'062 719 2705';'42175';'CH'
'Frau';'';'';'Hildegund';'Kock';'Holtweg 183';'4719';'Ramiswil';'hildegund-kock@hoster.ch';'';'';'47003';'CH'
'Frau';'';'w';'Renata';'Bernecker';'Schweriner Strasse 56';'5467';'Fisibach';'renata79@goggle-mail.ch';'';'056/5132771';'78309';'CH'
'Herr';'Dr.';'m';'Wolfdieter-Degenhardt';'Jess';'Emil-Nolde-Strasse 71';'56761';'Kaifenheim';'';'';'02653/23357453';'3089';'DE'
'Herr';'Prof. Dr. Dr.';'m';'Luitwin Ottobert';'Soller';'Reeperbahn 43';'5463';'Wislikofen';'luitwinottobert_soller@email.ch';'';'044/4376443';'43467';'CH'
'Herr';'';'m';'Burghard Laurenz';'Waßmann';'Maasweg 90';'7924';'Neundorf';'burghardlaurenz-wassmann@net-mail.de';'';'';'52767';'DE'
'Herr';'';'';'Marco';'Kohn';'Haselnussweg 169';'1197';'Prangins';'marco1997@company.ch';'';'0711/44847686';'119731';'CH'
'';'';'';'Yannis-Hellmuth';'Kahmann-Behr';'Elisabeth-Selbert-Strasse 97';'38100';'Braunschweig';'yannis-hellmuth.kahmann-behr@company.de';'';'0531/32589134';'46302';'DE'
'';'';'';'Sigfrid';'Schroll';'Simon-Meister-Strasse 102';'9643';'Krummenau';'s.74@funmail.ch';'';'';'96438';'CH'
'Herr';'';'';'Ascan';'Meins';'Heidelberger Strasse 39';'6418';'Rothenthurm';'ascan_meins@bestmail.ch';'';'09242/80328884';'19521';'CH'
'Herr';'';'m';'Collin';'Ferreira';'Kesselinger Strasse 54';'6314';'Neuägeri';'c-ferreira@quickmail.ch';'';'';'86675';'CH'
'Herr';'';'m';'Matthies';'Scharmann';'Speestrasse - 172';'25980';'Sylt-Ost';'';'';'04654/33385748';'79387';'DE'
'Herr';'';'m';'Kurd';'Molzahn';'Oberer Buigenweg 128';'1963';'Vétroz';'kurdmolzahn@funmail.ch';'';'032/8764294';'196318';'CH'
'Herr';'';'h';'Burghart-Helwart';'Furch';'Frauenhoek 42';'45529';'Hattingen an der Ruhr';'burghart-helwart.72@quickmail.de';'';'02324/48683900';'160753';'DE'
'Herr';'';'m';'Gerfried';'Schoen';'Kreuzherrenstrasse 94';'2739';'Eibau';'';'';'06359/17901570';'66997';'DE'
'Frau';'';'f';'Altrud';'Romeike';'Sackgasse 88';'72537';'Mehrstetten';'altrudromeike@domain.de';'';'06441/24979783';'72537';'DE'
'';'';'';'Erno';'Ziesche';'Ammerlandstrasse 146';'5613';'Hilfikon';'';'';'044/9408137';'78967';'CH'
'';'';'';'Gerti';'Seegers';'Wiedeneststrasse 168';'36399';'Freiensteinau';'gerti.seegers@domain.de';'';'06666/88676661';'12072';'DE'
'';'';'';'Wilbrandt';'Lüdke-Hellwig';'Bärenbachstrasse 188';'8843';'Oberiberg';'wilbrandt_luedke-hellwig@spam-mail.ch';'';'041 233 7035';'4424';'CH'
'Frau';'';'';'Marli Gundel';'Ruth';'Am Pilgerborn 147';'9413';'Oberegg';'m.ruth@domain.ch';'';'02643/57837612';'188601';'CH'
'Frau';'';'';'Rosamarie';'Oehler';'Mausweg 44';'49088';'Osnabrück';'rosamarie.oehler@trashmail.de';'';'0541/65216418';'105643';'DE'
'Herr';'';'m';'Thassilo';'Kaden';'Kur-Kölner-Strasse 62';'1757';'Noréaz';'thassilo.kaden@goggle-mail.ch';'';'044 452 6670';'64946';'CH'
'Frau';'';'';'Emmily';'Krebs';'Kerkerfeld 189';'54538';'Bengel';'emmilykrebs@email.de';'';'06541/58185834';'15381';'DE'
'Herr';'';'m';'Emmeran Donatus';'Otterbach';'Siegener Strasse 165';'7424';'Dalin';'e_otterbach@inter-mail.ch';'';'045/6491007';'23370';'CH'
'Herr';'';'';'Hansl';'Trenkle';'Klippe 167';'33818';'Leopoldshöhe';'hansl_trenkle@domain.de';'';'05208/75459773';'78441';'DE'
'Frau';'';'';'Siegberta Monique';'Lach-Rempel';'Johannisgarten 145';'3267';'Seedorf BE';'';'';'041 173 4539';'13944';'CH'
'Herr';'';'m';'Edwin';'Depping';'Brinkstrasse 34a';'1932';'Les Valettes (Bovernier)';'e.depping@goggle-mail.ch';'';'044 466 6142';'161916';'CH'
'';'';'';'Sigtraud';'Holzhauser';'Rosenheck 79';'31749';'Auetal';'sigtraudholzhauser@company.de';'';'05753/11446560';'29507';'DE'
'Herr';'';'m';'Ireneus Rainmund';'Adams-Elsen';'Friedrich-Wolf-Strasse 63';'63829';'Krombach';'ireneusrainmund_adamselsen@trashmail.de';'';'06024/29142535';'71758';'DE'
'Herr';'';'m';'Gunter';'Janker-Berendes';'Steinhausenstrasse 127';'1594';'Gleina';'gunter-1983@justmail.de';'';'';'38727';'DE'
'Frau';'';'w';'Margunde';'Caspari';'Steigertstrasse 45';'8825';'Hütten';'';'';'';'199966';'CH'
'Herr';'';'m';'Egmont-Ivo';'Bacher';'Ruhrstrasse 103';'97491';'Aidhausen';'e_i.bacher@retromail.de';'';'09526/8109047';'38639';'DE'
'';'';'';'Heintje-Ignaz';'Schütze';'Waldheideweg 87';'71299';'Wimsheim';'h.ischuetze@trashmail.de';'';'07044/97650910';'25974';'DE'
'Frau';'';'w';'Franka';'Eckl';'Neuerburgstrasse 180';'12459';'Treptow-Köpenick';'franka_1993@kitty.de';'';'030/1168835';'86525';'DE'
'';'';'';'Liborius';'Sanner';'Eichholzstrasse 114';'56858';'Sankt Aldegund';'liboriussanner@xyz.de';'';'06542/12215924';'198857';'DE'
'Frau';'';'';'Anica Kristina';'Matthias';'Gottfriedweg 157';'5035';'Unterentfelden';'anicakristina.matthias@retromail.ch';'';'02233/80315097';'88951';'CH'
'Frau';'';'f';'Borka';'Janßen';'St.-Hedwig-Strasse 144a';'9127';'Chemnitz';'borka-janssen@live-mail.de';'';'02429/80793733';'89127';'DE'
'Frau';'Prof.';'m';'Betty';'Claas';'Grevener Damm 175';'87781';'Ungerhausen';'';'';'08393/93310803';'64282';'DE'
'Frau';'';'w';'Reny';'Duda';'Zum Querdamm 99';'38368';'Mariental';'r.1984@retromail.de';'';'05357/41839446';'920';'DE'
'Frau';'';'';'Nancy';'Röver';'Bausenhagener Strasse 104';'6418';'Rothenthurm';'n-1970@email.ch';'';'041 752 8335';'139804';'CH'
'k.A.';'';'';'Horstfried';'Schellhorn';'Vor dem Berg 22';'2740';'Moutier';'h_schellhorn@email.ch';'';'062 713 5155';'27405';'CH'
'k.A.';'';'';'Kimberley';'Gudat';'Im Vordertal 27';'56479';'Niederroßbach';'kimberley-gudat@xyz.de';'';'02664/5645444';'99677';'DE'
'Herr';'';'m';'Benediktus';'Latsch';'Hoeninger Strasse 126';'56859';'Bullay';'';'';'06542/71375954';'181176';'DE'
'Herr';'';'f';'Erk';'Siebers';'Hahnenstrasse 86';'57520';'Friedewald';'';'';'02743/3545435';'48102';'DE'
'';'';'';'Arite';'Ringleb-Königsmann';'Am Sonnenhang 42';'1436';'Chamblon';'arite.ringleb-koenigsmann@quickmail.ch';'';'';'14364';'CH'
'';'';'';'Dietmar';'Büscher';'Hallauer Strasse 199';'1937';'Orsières';'dbuescher@net-mail.ch';'';'056/4593840';'193749';'CH'
'Herr';'Prof.';'f';'Simpert';'Kerst';'Ahr-Rotweinstrasse 53';'61250';'Usingen';'s_kerst@spam-mail.de';'';'06081/61066472';'104012';'DE'
'Frau';'';'';'Lidia';'Warkentin';'Himmelsbergstrasse 132';'9498';'Planken';'lwarkentin@mymail.ch';'';'';'94983';'CH'
'k.A.';'';'';'Franzpeter Dankhard';'Cruz';'Oldenkottstrasse 7';'5618';'Bettwil';'franzpeterdankhard-cruz@xyz.ch';'';'044 285 7886';'71036';'CH'
'Frau';'';'w';'Hadmuthe';'Thom-Limpert';'Auf dem Langert 15';'54570';'Schutz';'hadmuthe_76@retromail.de';'';'06592/52478201';'167779';'DE'
'';'';'';'Cordelia';'Knape';'Hüttseifen 90';'3766';'Boltigen';'cordelia_knape@mymail.ch';'';'063426190';'37662';'CH'
'';'';'';'Fine';'Vogl';'Heisterstrasse 192';'5647';'Oberrüti';'fine.86@xyz.ch';'';'062 670 6024';'87265';'CH'
'Herr';'';'h';'Gismar';'Eidam';'Alte Turmstrasse 175';'26160';'Bad Zwischenahn';'g-eidam@justmail.de';'';'';'101453';'DE'
'Herr';'';'m';'Jannes';'Loske';'Theisfloss 135';'6314';'Neuägeri';'';'';'032/4434949';'75838';'CH'
'Herr';'';'';'Theobald';'Rostek';'Dieselstrasse 175';'56858';'Forst';'';'';'';'93671';'DE'
'Herr';'';'m';'Dietwald Dieter';'Friedemann';'Nibelungenstrasse 19';'86949';'Windach';'dietwalddieter.friedemann@mymail.de';'';'08193/32014785';'26200';'DE'
'Frau';'';'';'Tina';'Klarmann';'Arnold-Böcklin-Strasse 188';'8409';'Winterthur';'tinaklarmann@funmail.ch';'';'041502535';'71883';'CH'
'Frau';'';'f';'Irmtrude';'Malek';'Am Arsberg 74';'1053';'Bretigny-sur-Morrens';'irmtrude.malek@mymail.ch';'';'032/2338034';'105398';'CH'
'Frau';'';'';'Evelinde Dina';'Taube-Hampel';'Amyastrasse 177';'7323';'Wangs';'evelindedina-taubehampel@kitty.ch';'';'041231845';'96633';'CH'
'Frau';'';'f';'Clarissa';'Thrun';'Elisabeth-Ernst-Strasse 83';'2533';'Evilard';'clarissa_thrun@anymail.ch';'';'032/9855163';'72698';'CH'
'Herr';'Dr.';'m';'Luitwin';'Zierer';'Am Vogelsang 98';'1415';'Démoret';'l-zierer@web.ch';'';'044 668 3606';'141526';'CH'
'Herr';'';'m';'Thore';'Rehmann';'Straelener Strasse 149';'04179';'Leipzig';'';'';'0341/2794785';'11384';'DE'
'k.A.';'';'';'Hanskarl';'Wiggers';'Limbacher Strasse 145';'3506';'Grosshöchstetten';'h74@inter-mail.ch';'';'041004618';'35063';'CH'
'Herr';'';'';'Egidius';'Sauerbier';'Schöppinger Strasse 65';'77781';'Biberach';'egidius_sauerbier@private.de';'';'07835/96575509';'105321';'DE'
'Herr';'';'m';'Harry';'Schneller';'Im Brand 172';'94140';'Ering';'harry_schneller@xyz.de';'';'08573/89287103';'68035';'DE'
'Herr';'';'m';'Herfried';'Rehberger';'Härtlinger Strasse 111b';'2739';'Eibau';'h-rehberger@open-mail.de';'';'05933/16917688';'25606';'DE'
'Frau';'';'f';'Celine Thea';'Schwegmann';'Wuppertaler Strasse 198';'2557';'Studen BE';'celinethea-schwegmann@quickmail.ch';'';'032/3607804';'15078';'CH'
'Frau';'';'f';'Gerheide Ronja';'Mörtl';'Oberstrasse 175';'67308';'Albisheim';'';'';'06355/84783998';'40517';'DE'
'Frau';'';'w';'Elfriede Svea';'Brune-Seibert';'Diemelweg 86';'85609';'Aschheim';'';'';'089/13907416';'1535';'DE'
'Herr';'';'m';'Rasmus';'Tamm';'Burgblick 195';'48431';'Rheine';'rasmus.74@spam-mail.de';'';'05971/52001625';'64197';'DE'
'k.A.';'';'';'Meinhart';'Arning';'Graf-Sponheim-Strasse 45';'4462';'Rickenbach BL';'meinhart_arning@mymail.ch';'';'';'10301';'CH'
'Herr';'';'m';'Klausdieter';'Pollak-Sporrer';'Kärntner Strasse 82';'5628';'Aristau';'klausdieter.1985@net-mail.ch';'';'044/6882024';'49887';'CH'
'k.A.';'';'';'Arwed';'Davis';'Geishardtstrasse 32';'1906';'Charrat';'a-davis@retromail.ch';'';'041 588 7218';'190624';'CH'
'';'';'';'Rupert';'Reichl';'Wibbeltweg 68';'55490';'Rohrbach';'r.reichl@open-mail.de';'';'06763/56920778';'71044';'DE'
'Frau';'';'w';'Hadmut';'Willms';'Brahmsstrasse 66';'8757';'Filzbach';'hadmut-1973@anymail.ch';'';'056/6819040';'87579';'CH'
'Frau';'';'m';'Ehrentraut';'Flick';'Böddinghauser Weg 60';'4552';'Borna';'';'';'0661/14459483';'69982';'DE'
'';'';'';'Kurd';'Herklotz-Wilk';'Scheidinger Strasse 194';'54538';'Kinderbeuern';'kurd_herklotz-wilk@bestmail.de';'';'06541/42379846';'18558';'DE'
'';'';'';'Heilmuth';'Speier-Sauerbier';'Grafschafter Strasse 67';'1262';'Eysins';'heilmuthspeier_sauerbier@live-mail.ch';'';'062 232 5806';'126295';'CH'
'Herr';'';'h';'Gertwin-Jason';'Lenger';'Lambertistrasse 119';'6542';'Allstedt';'gertwin-j.lenger@goggle-mail.de';'';'06721/69712490';'8083';'DE'
'Herr';'Dr. Dr.';'f';'Ulfried';'Schaar';'Zeppelinstrasse 96';'60528';'Frankfurt am Main';'ulfried.schaar@anymail.de';'';'069/22608684';'160262';'DE'
'Herr';'';'m';'Simpert';'Steitz';'Im Klingental 117';'60431';'Frankfurt am Main';'simpert.steitz@private.de';'';'069/65584902';'67674';'DE'
'Frau';'';'';'Raingardis';'Kulzer';'Markusstrasse 148';'79268';'Bötzingen';'r.kulzer@spam-mail.de';'';'07663/64108740';'40314';'DE'
'Herr';'';'m';'Treuhart';'Hartz';'Polcher Strasse 130';'1757';'Noréaz';'treuhart-hartz@kitty.ch';'';'045/6793344';'136140';'CH'
'Herr';'';'m';'Steve';'Schönborn-Attenberger';'Neumarkt 109';'6418';'Rothenthurm';'steve.1975@ultramail.ch';'';'044 752 3829';'55876';'CH'
'Frau';'';'w';'Elfriede Marlit';'Freudenberger';'Selstener Strasse 9';'1696';'Vuisternens-en-Ogoz';'elfriedemarlit.freudenberger@trashmail.ch';'';'';'169629';'CH'
'Frau';'';'w';'Carla Irmgart';'Bartmann';'Schützenweg 157';'7458';'Mon';'carlairmgartbartmann@xyz.ch';'';'';'129406';'CH'
'Herr';'';'h';'Erik';'Hanstein-Müller';'Algenbachstrasse 69';'1725';'Posieux';'e.hanstein_mueller@domain.ch';'';'043586798';'172553';'CH'
'Herr';'';'f';'Sepp';'Hauke';'Klopstockstrasse 96';'66989';'Höheischweiler';'sepp_80@bestmail.de';'';'06334/39737316';'12082';'DE'
'Frau';'';'f';'Céline Laura';'Koppers';'Fresenhorst 119';'55469';'Bergenhausen';'celinelaura-koppers@hoster.de';'';'06761/57256370';'75258';'DE'
'Frau';'';'w';'Friedlind';'Meusel';'Dieselstrasse 124';'3724';'Ried (Frutigen)';'friedlind_meusel@private.ch';'';'';'118155';'CH'
'';'';'';'Jaqueline Roselore';'Bockholt';'Am Stadtwald 34';'9366';'Niederdorf';'jaquelineroselore_bockholt@anymail.de';'';'02692/40341838';'171340';'DE'
'Herr';'';'h';'Hilmar-Franzpeter';'Scheffold';'Seckacher Strasse 87';'94078';'Freyung';'hilmar.f.scheffold@net-mail.de';'';'08551/77917763';'33733';'DE'
'';'';'';'Carin Steffi';'Paul';'Gebr.-Grimm-Weg 162';'6872';'Somazzo';'carinsteffi-paul@kitty.ch';'';'';'46406';'CH'
'Herr';'';'h';'Filip';'Bürkle';'Branchweilerhofstrasse 149';'6418';'Rothenthurm';'f92@funmail.ch';'';'044958726';'46923';'CH'
'Herr';'';'f';'Wilmut';'Pötsch';'Barkhof 93';'1594';'Gleina';'';'';'';'94332';'DE'
'Frau';'';'w';'Burghilde';'Bargmann';'Am Alten Born 106';'8775';'Luchsingen';'b.bargmann@funmail.ch';'';'';'158435';'CH'
'';'';'';'Magdalena-Leopoldina';'Baldauf';'Oskarstrasse 167';'35099';'Burgwald';'magdalena_leopoldina_baldauf@spam-mail.de';'';'06457/7328612';'130945';'DE'
'Frau';'';'w';'Kreszenz';'Pfuhl';'Tellstrasse 90';'1937';'Orsières';'kreszenz1996@hoster.ch';'';'044 413 3224';'193766';'CH'
'Frau';'';'w';'Gretchen';'Ströbele';'Vor der Kirchwies 125a';'5632';'Buttwil';'gretchen-1981@web.ch';'';'';'96525';'CH'
'Frau';'';'w';'Nadja-Mechtild';'Schiek';'Hachtorstrasse 152';'7368';'Remptendorf';'';'';'04825/97228440';'31375';'DE'
'Herr';'';'m';'Christophorus';'Isermann';'Rhönweg 109';'45479';'Mülheim an der Ruhr';'christophorus.82@bestmail.de';'';'0208/22126455';'132905';'DE'
'';'';'';'Hermann-Gotthardt';'Bleicher';'Latzstrasse 61';'61381';'Seulberg';'hermann-g-bleicher@web.de';'';'06172/83031110';'21030';'DE'
'Herr';'';'f';'Silvio';'Preißler';'König-Ludwig-Strasse 127';'8577';'Schönholzerswilen';'silvio.preissler@validmail.ch';'';'064905753';'22202';'CH'
'k.A.';'';'';'Oswald';'Bleckmann-Naujokat';'Johannastrasse 188';'56479';'Rehe';'o-92@mymail.de';'';'02664/3371914';'132753';'DE'
'k.A.';'';'';'Julian';'Ibrahim';'Vorgebirgsstrasse 37';'66121';'Saarbrücken';'julian_ibrahim@goggle-mail.de';'';'0681/92475492';'369';'DE'
'';'';'';'Annabel Annelinde';'Hampl';'Lutherstrasse 186';'61130';'Nidderau';'annabelannelinde_1997@retromail.de';'';'06187/33116018';'43739';'DE'
'Frau';'';'m';'Dilara';'Rinn';'Mierendorffstrasse 17';'31199';'Diekholzen';'d-rinn@company.de';'';'05121/63716806';'7032';'DE'
'Frau';'';'f';'Ilselore';'Hertwig';'Kiefholzstrasse 80';'1757';'Noréaz';'i.hertwig@retromail.ch';'';'032/7958813';'136878';'CH'
'Herr';'';'m';'Ringo';'Weise';'Rittershausstrasse 164';'6436';'Ried (Muotathal)';'r_1997@quickmail.ch';'';'';'59696';'CH'
'';'';'';'Marah';'Schieck';'Böttcherstrasse 113';'8309';'Nürensdorf';'';'';'044/1696537';'44017';'CH'
'';'';'';'Roselore';'Monsees';'Gärtenstrasse 197';'2577';'Siselen BE';'roselore_monsees@quickmail.ch';'';'056/2551755';'2419';'CH'
'Herr';'';'m';'Kurth';'Heidtmann';'Marienthal 168';'1421';'Fontaines-sur-Grandson';'kurth-71@quickmail.ch';'';'044 800 2252';'142136';'CH'
'Frau';'';'m';'Noa Sidonie';'Thomsen';'Herrenwiesenstrasse 23';'4467';'Rothenfluh';'n.thomsen@quickmail.ch';'';'064115578';'14802';'CH'
'Frau';'Dr.';'w';'Godelind';'Stahl';'Bischof-Blum-Strasse 65';'24891';'Struxdorf';'godelind-stahl@kitty.de';'';'';'97836';'DE'
'Herr';'';'m';'Guntmar';'Schlott';'Obere Heide 70';'1619';'Les Paccots';'guntmar_schlott@inter-mail.ch';'';'045/2694353';'16190';'CH'
'';'';'';'Aron';'Stadelmann';'Koblenzer Weg 57';'3955';'Albinen';'';'';'056/3655565';'39559';'CH'
